prompt_group,n_prompt_ids,n_annotations,n_models,n_edges,n_possible_edges,n_supported_triangles,models,edges,supported_triangles
e3f3ae27b7674691a8a06717993c9d03,1,3,4,2,6,0,"[""allenai/tulu-2-70b"", ""gpt-3.5-turbo-0125"", ""gpt-4-turbo-2024-04-09"", ""meta-llama/Meta-Llama-3-70B-Instruct""]","[[""allenai/tulu-2-70b"", ""gpt-3.5-turbo-0125""], [""gpt-4-turbo-2024-04-09"", ""meta-llama/Meta-Llama-3-70B-Instruct""]]",[]
e425b5b74c0549d1888e4acb9ca94273,1,4,2,1,1,0,"[""allenai/tulu-2-70b"", ""allenai/tulu-2-7b""]","[[""allenai/tulu-2-70b"", ""allenai/tulu-2-7b""]]",[]
e43f374bdb2b4060827690d4ca6cac03,1,7,3,2,3,0,"[""allenai/tulu-2-70b"", ""meta-llama/Llama-2-70b-chat-hf"", ""meta-llama/Meta-Llama-3-70B-Instruct""]","[[""allenai/tulu-2-70b"", ""meta-llama/Llama-2-70b-chat-hf""], [""meta-llama/Llama-2-70b-chat-hf"", ""meta-llama/Meta-Llama-3-70B-Instruct""]]",[]
e447450cadcc427088258647dd112af9,1,3,4,2,6,0,"[""allenai/tulu-2-7b"", ""gpt-3.5-turbo-0125"", ""meta-llama/Llama-2-70b-chat-hf"", ""meta-llama/Meta-Llama-3-70B-Instruct""]","[[""allenai/tulu-2-7b"", ""gpt-3.5-turbo-0125""], [""meta-llama/Llama-2-70b-chat-hf"", ""meta-llama/Meta-Llama-3-70B-Instruct""]]",[]
e449ac6778fc4ae6b359b0f156e636a4,1,4,2,1,1,0,"[""gpt-4-turbo-2024-04-09"", ""meta-llama/Meta-Llama-3-70B-Instruct""]","[[""gpt-4-turbo-2024-04-09"", ""meta-llama/Meta-Llama-3-70B-Instruct""]]",[]
e45402869dd946469d892032e16874df,1,5,3,2,3,0,"[""gpt-3.5-turbo-0125"", ""meta-llama/Llama-2-70b-chat-hf"", ""meta-llama/Meta-Llama-3-70B-Instruct""]","[[""gpt-3.5-turbo-0125"", ""meta-llama/Llama-2-70b-chat-hf""], [""gpt-3.5-turbo-0125"", ""meta-llama/Meta-Llama-3-70B-Instruct""]]",[]
e4787edc899a46ce9704c899716ebe56,1,8,3,2,3,0,"[""allenai/tulu-2-7b"", ""gpt-3.5-turbo-0125"", ""meta-llama/Meta-Llama-3-70B-Instruct""]","[[""allenai/tulu-2-7b"", ""meta-llama/Meta-Llama-3-70B-Instruct""], [""gpt-3.5-turbo-0125"", ""meta-llama/Meta-Llama-3-70B-Instruct""]]",[]
e47d85ce306b4a50ad4aad08687e93fb,1,2,2,1,1,0,"[""allenai/tulu-2-7b"", ""meta-llama/Llama-2-70b-chat-hf""]","[[""allenai/tulu-2-7b"", ""meta-llama/Llama-2-70b-chat-hf""]]",[]
e4923e6fc3944d86b86a2e779c8b3eee,1,4,2,1,1,0,"[""gpt-3.5-turbo-0125"", ""meta-llama/Llama-2-70b-chat-hf""]","[[""gpt-3.5-turbo-0125"", ""meta-llama/Llama-2-70b-chat-hf""]]",[]
e495da434f6e42acbdf7e7a8d39e6934,1,2,2,1,1,0,"[""allenai/tulu-2-7b"", ""gpt-3.5-turbo-0125""]","[[""allenai/tulu-2-7b"", ""gpt-3.5-turbo-0125""]]",[]
e498d1a89c024ab78068f766df40ae0a,1,6,4,2,6,0,"[""allenai/tulu-2-70b"", ""gpt-3.5-turbo-0125"", ""meta-llama/Llama-2-70b-chat-hf"", ""meta-llama/Meta-Llama-3-70B-Instruct""]","[[""allenai/tulu-2-70b"", ""meta-llama/Meta-Llama-3-70B-Instruct""], [""gpt-3.5-turbo-0125"", ""meta-llama/Llama-2-70b-chat-hf""]]",[]
e4acda19641343cabc87b498cadc3379,1,3,2,1,1,0,"[""meta-llama/Llama-2-70b-chat-hf"", ""meta-llama/Meta-Llama-3-70B-Instruct""]","[[""meta-llama/Llama-2-70b-chat-hf"", ""meta-llama/Meta-Llama-3-70B-Instruct""]]",[]
e4b87a71698b4bad902089b92fcc9e22,1,4,2,1,1,0,"[""allenai/tulu-2-7b"", ""gpt-3.5-turbo-0125""]","[[""allenai/tulu-2-7b"", ""gpt-3.5-turbo-0125""]]",[]
e4f96c657df34d459bb0273f34ff0001,1,5,4,2,6,0,"[""allenai/tulu-2-7b"", ""gpt-3.5-turbo-0125"", ""gpt-4-turbo-2024-04-09"", ""meta-llama/Meta-Llama-3-70B-Instruct""]","[[""allenai/tulu-2-7b"", ""gpt-3.5-turbo-0125""], [""gpt-4-turbo-2024-04-09"", ""meta-llama/Meta-Llama-3-70B-Instruct""]]",[]
e5162f4a67d54095838b3cb90ba32ac5,1,4,2,1,1,0,"[""meta-llama/Llama-2-70b-chat-hf"", ""meta-llama/Meta-Llama-3-70B-Instruct""]","[[""meta-llama/Llama-2-70b-chat-hf"", ""meta-llama/Meta-Llama-3-70B-Instruct""]]",[]
e5202b36b1fc4880b3035d5b17e0c203,1,6,3,2,3,0,"[""allenai/tulu-2-7b"", ""gpt-3.5-turbo-0125"", ""meta-llama/Llama-2-70b-chat-hf""]","[[""allenai/tulu-2-7b"", ""gpt-3.5-turbo-0125""], [""gpt-3.5-turbo-0125"", ""meta-llama/Llama-2-70b-chat-hf""]]",[]
e520b332a4a54bd68a328c889241e029,1,2,2,1,1,0,"[""gpt-3.5-turbo-0125"", ""gpt-4-turbo-2024-04-09""]","[[""gpt-3.5-turbo-0125"", ""gpt-4-turbo-2024-04-09""]]",[]
e52b91873c3b4ed7add5b752ec7448f9,1,8,4,2,6,0,"[""allenai/tulu-2-7b"", ""gpt-4-turbo-2024-04-09"", ""meta-llama/Llama-2-70b-chat-hf"", ""meta-llama/Meta-Llama-3-70B-Instruct""]","[[""allenai/tulu-2-7b"", ""meta-llama/Meta-Llama-3-70B-Instruct""], [""gpt-4-turbo-2024-04-09"", ""meta-llama/Llama-2-70b-chat-hf""]]",[]
e5379fd0230f4d44bd78da81ae1e68e4,1,3,2,1,1,0,"[""allenai/tulu-2-70b"", ""allenai/tulu-2-7b""]","[[""allenai/tulu-2-70b"", ""allenai/tulu-2-7b""]]",[]
e55d80ac00e84678b7befddea3ecae3d,1,6,3,2,3,0,"[""allenai/tulu-2-70b"", ""allenai/tulu-2-7b"", ""meta-llama/Meta-Llama-3-70B-Instruct""]","[[""allenai/tulu-2-70b"", ""allenai/tulu-2-7b""], [""allenai/tulu-2-70b"", ""meta-llama/Meta-Llama-3-70B-Instruct""]]",[]
e5634d9059394da6b73b7c429bcb3032,1,3,2,1,1,0,"[""allenai/tulu-2-70b"", ""gpt-3.5-turbo-0125""]","[[""allenai/tulu-2-70b"", ""gpt-3.5-turbo-0125""]]",[]
e5706947f865471abe12400c62684b43,1,1,2,1,1,0,"[""allenai/tulu-2-70b"", ""gpt-3.5-turbo-0125""]","[[""allenai/tulu-2-70b"", ""gpt-3.5-turbo-0125""]]",[]
e57ad2cf6ba44a3a98f1d3b350632ef1,1,8,3,2,3,0,"[""allenai/tulu-2-7b"", ""gpt-4-turbo-2024-04-09"", ""meta-llama/Meta-Llama-3-70B-Instruct""]","[[""allenai/tulu-2-7b"", ""meta-llama/Meta-Llama-3-70B-Instruct""], [""gpt-4-turbo-2024-04-09"", ""meta-llama/Meta-Llama-3-70B-Instruct""]]",[]
e59079069f6540f58de6a5f1dc243ce7,1,7,3,2,3,0,"[""gpt-4-turbo-2024-04-09"", ""meta-llama/Llama-2-70b-chat-hf"", ""meta-llama/Meta-Llama-3-70B-Instruct""]","[[""gpt-4-turbo-2024-04-09"", ""meta-llama/Llama-2-70b-chat-hf""], [""meta-llama/Llama-2-70b-chat-hf"", ""meta-llama/Meta-Llama-3-70B-Instruct""]]",[]
e5942c30745840d691c0e6c013d94ad0,1,8,4,2,6,0,"[""allenai/tulu-2-70b"", ""allenai/tulu-2-7b"", ""gpt-3.5-turbo-0125"", ""meta-llama/Meta-Llama-3-70B-Instruct""]","[[""allenai/tulu-2-70b"", ""allenai/tulu-2-7b""], [""gpt-3.5-turbo-0125"", ""meta-llama/Meta-Llama-3-70B-Instruct""]]",[]
e59728c005124e3a921fc6d03de78d0e,1,6,4,2,6,0,"[""gpt-3.5-turbo-0125"", ""gpt-4-turbo-2024-04-09"", ""meta-llama/Llama-2-70b-chat-hf"", ""meta-llama/Meta-Llama-3-70B-Instruct""]","[[""gpt-3.5-turbo-0125"", ""meta-llama/Llama-2-70b-chat-hf""], [""gpt-4-turbo-2024-04-09"", ""meta-llama/Meta-Llama-3-70B-Instruct""]]",[]
e597f43bbb48428cbaa895097be61d18,1,6,4,2,6,0,"[""allenai/tulu-2-70b"", ""gpt-3.5-turbo-0125"", ""gpt-4-turbo-2024-04-09"", ""meta-llama/Llama-2-70b-chat-hf""]","[[""allenai/tulu-2-70b"", ""gpt-3.5-turbo-0125""], [""gpt-4-turbo-2024-04-09"", ""meta-llama/Llama-2-70b-chat-hf""]]",[]
e5a2e7d0e89541e5b4a1ce0c785b399a,1,6,4,2,6,0,"[""allenai/tulu-2-70b"", ""gpt-3.5-turbo-0125"", ""gpt-4-turbo-2024-04-09"", ""meta-llama/Meta-Llama-3-70B-Instruct""]","[[""allenai/tulu-2-70b"", ""meta-llama/Meta-Llama-3-70B-Instruct""], [""gpt-3.5-turbo-0125"", ""gpt-4-turbo-2024-04-09""]]",[]
e5d1da789e014bfea0cd173d2528603f,1,4,2,1,1,0,"[""allenai/tulu-2-7b"", ""meta-llama/Meta-Llama-3-70B-Instruct""]","[[""allenai/tulu-2-7b"", ""meta-llama/Meta-Llama-3-70B-Instruct""]]",[]
e5d43fe564e54fa3915919a84e3c963d,1,5,3,2,3,0,"[""allenai/tulu-2-70b"", ""allenai/tulu-2-7b"", ""gpt-4-turbo-2024-04-09""]","[[""allenai/tulu-2-70b"", ""allenai/tulu-2-7b""], [""allenai/tulu-2-7b"", ""gpt-4-turbo-2024-04-09""]]",[]
e5d6ab9b21dc4e128dbbba59ba5943e8,1,4,2,1,1,0,"[""allenai/tulu-2-7b"", ""meta-llama/Llama-2-70b-chat-hf""]","[[""allenai/tulu-2-7b"", ""meta-llama/Llama-2-70b-chat-hf""]]",[]
e5e81df45869448e9d2099de133fd48e,1,4,2,1,1,0,"[""gpt-4-turbo-2024-04-09"", ""meta-llama/Llama-2-70b-chat-hf""]","[[""gpt-4-turbo-2024-04-09"", ""meta-llama/Llama-2-70b-chat-hf""]]",[]
e5fbf0c5a9664fd180d86fab8fd32e1b,1,5,3,2,3,0,"[""allenai/tulu-2-70b"", ""meta-llama/Llama-2-70b-chat-hf"", ""meta-llama/Meta-Llama-3-70B-Instruct""]","[[""allenai/tulu-2-70b"", ""meta-llama/Meta-Llama-3-70B-Instruct""], [""meta-llama/Llama-2-70b-chat-hf"", ""meta-llama/Meta-Llama-3-70B-Instruct""]]",[]
e6028d06b4414695ace321fd3834e80b,1,4,2,1,1,0,"[""allenai/tulu-2-7b"", ""meta-llama/Meta-Llama-3-70B-Instruct""]","[[""allenai/tulu-2-7b"", ""meta-llama/Meta-Llama-3-70B-Instruct""]]",[]
e609eb667755407ba9896bbeb06d481b,1,8,3,2,3,0,"[""allenai/tulu-2-7b"", ""gpt-4-turbo-2024-04-09"", ""meta-llama/Llama-2-70b-chat-hf""]","[[""allenai/tulu-2-7b"", ""gpt-4-turbo-2024-04-09""], [""gpt-4-turbo-2024-04-09"", ""meta-llama/Llama-2-70b-chat-hf""]]",[]
e60aada151fd498fbc0657a9fd04a25c,1,7,3,2,3,0,"[""gpt-4-turbo-2024-04-09"", ""meta-llama/Llama-2-70b-chat-hf"", ""meta-llama/Meta-Llama-3-70B-Instruct""]","[[""gpt-4-turbo-2024-04-09"", ""meta-llama/Llama-2-70b-chat-hf""], [""meta-llama/Llama-2-70b-chat-hf"", ""meta-llama/Meta-Llama-3-70B-Instruct""]]",[]
e60d99413fc64e1490b034fdd057358d,1,5,4,2,6,0,"[""allenai/tulu-2-70b"", ""allenai/tulu-2-7b"", ""gpt-3.5-turbo-0125"", ""gpt-4-turbo-2024-04-09""]","[[""allenai/tulu-2-70b"", ""allenai/tulu-2-7b""], [""gpt-3.5-turbo-0125"", ""gpt-4-turbo-2024-04-09""]]",[]
e62224bea7f94ad28fc1c667d9321ab3,1,8,3,2,3,0,"[""allenai/tulu-2-70b"", ""gpt-4-turbo-2024-04-09"", ""meta-llama/Llama-2-70b-chat-hf""]","[[""allenai/tulu-2-70b"", ""gpt-4-turbo-2024-04-09""], [""allenai/tulu-2-70b"", ""meta-llama/Llama-2-70b-chat-hf""]]",[]
e63742eaa8a14e75a58febe4d7b7620c,1,2,2,1,1,0,"[""allenai/tulu-2-7b"", ""meta-llama/Llama-2-70b-chat-hf""]","[[""allenai/tulu-2-7b"", ""meta-llama/Llama-2-70b-chat-hf""]]",[]
e640bc25566346d5888422306dabedd3,1,1,2,1,1,0,"[""gpt-4-turbo-2024-04-09"", ""meta-llama/Meta-Llama-3-70B-Instruct""]","[[""gpt-4-turbo-2024-04-09"", ""meta-llama/Meta-Llama-3-70B-Instruct""]]",[]
e64569faee96438f9339d8ad54c35fcd,1,6,4,2,6,0,"[""allenai/tulu-2-70b"", ""gpt-4-turbo-2024-04-09"", ""meta-llama/Llama-2-70b-chat-hf"", ""meta-llama/Meta-Llama-3-70B-Instruct""]","[[""allenai/tulu-2-70b"", ""meta-llama/Meta-Llama-3-70B-Instruct""], [""gpt-4-turbo-2024-04-09"", ""meta-llama/Llama-2-70b-chat-hf""]]",[]
e64e61f9100143298ada4996dbd406a6,1,6,4,2,6,0,"[""allenai/tulu-2-7b"", ""gpt-3.5-turbo-0125"", ""gpt-4-turbo-2024-04-09"", ""meta-llama/Llama-2-70b-chat-hf""]","[[""allenai/tulu-2-7b"", ""meta-llama/Llama-2-70b-chat-hf""], [""gpt-3.5-turbo-0125"", ""gpt-4-turbo-2024-04-09""]]",[]
e65cb372d7194024ac09f3f01fbc5bde,1,5,4,2,6,0,"[""allenai/tulu-2-7b"", ""gpt-3.5-turbo-0125"", ""meta-llama/Llama-2-70b-chat-hf"", ""meta-llama/Meta-Llama-3-70B-Instruct""]","[[""allenai/tulu-2-7b"", ""gpt-3.5-turbo-0125""], [""meta-llama/Llama-2-70b-chat-hf"", ""meta-llama/Meta-Llama-3-70B-Instruct""]]",[]
e673458e13f74eea9c8a9befcad6a7b9,1,8,4,2,6,0,"[""allenai/tulu-2-7b"", ""gpt-3.5-turbo-0125"", ""meta-llama/Llama-2-70b-chat-hf"", ""meta-llama/Meta-Llama-3-70B-Instruct""]","[[""allenai/tulu-2-7b"", ""meta-llama/Meta-Llama-3-70B-Instruct""], [""gpt-3.5-turbo-0125"", ""meta-llama/Llama-2-70b-chat-hf""]]",[]
e6778e35a3aa4afd9979337b5bf14572,1,7,3,2,3,0,"[""gpt-4-turbo-2024-04-09"", ""meta-llama/Llama-2-70b-chat-hf"", ""meta-llama/Meta-Llama-3-70B-Instruct""]","[[""gpt-4-turbo-2024-04-09"", ""meta-llama/Meta-Llama-3-70B-Instruct""], [""meta-llama/Llama-2-70b-chat-hf"", ""meta-llama/Meta-Llama-3-70B-Instruct""]]",[]
e687e1f3a0614b97a355e25d16a3d378,1,7,4,2,6,0,"[""allenai/tulu-2-70b"", ""gpt-3.5-turbo-0125"", ""meta-llama/Llama-2-70b-chat-hf"", ""meta-llama/Meta-Llama-3-70B-Instruct""]","[[""allenai/tulu-2-70b"", ""meta-llama/Llama-2-70b-chat-hf""], [""gpt-3.5-turbo-0125"", ""meta-llama/Meta-Llama-3-70B-Instruct""]]",[]
e688f9505c984e6d88709a7323e4beaf,1,5,4,2,6,0,"[""allenai/tulu-2-70b"", ""allenai/tulu-2-7b"", ""gpt-3.5-turbo-0125"", ""gpt-4-turbo-2024-04-09""]","[[""allenai/tulu-2-70b"", ""gpt-4-turbo-2024-04-09""], [""allenai/tulu-2-7b"", ""gpt-3.5-turbo-0125""]]",[]
e69f4f215b384a6a92994a476b2f92d6,1,3,2,1,1,0,"[""allenai/tulu-2-70b"", ""gpt-4-turbo-2024-04-09""]","[[""allenai/tulu-2-70b"", ""gpt-4-turbo-2024-04-09""]]",[]
e6a4443cf06c4db68046f2979e876040,1,2,2,1,1,0,"[""allenai/tulu-2-70b"", ""allenai/tulu-2-7b""]","[[""allenai/tulu-2-70b"", ""allenai/tulu-2-7b""]]",[]
e6a7f0cf9291476da8b3815d8fdd267e,1,1,2,1,1,0,"[""meta-llama/Llama-2-70b-chat-hf"", ""meta-llama/Meta-Llama-3-70B-Instruct""]","[[""meta-llama/Llama-2-70b-chat-hf"", ""meta-llama/Meta-Llama-3-70B-Instruct""]]",[]
e6aa2fe65f0a4c6ba8205206c8573376,1,8,4,2,6,0,"[""allenai/tulu-2-70b"", ""gpt-3.5-turbo-0125"", ""gpt-4-turbo-2024-04-09"", ""meta-llama/Llama-2-70b-chat-hf""]","[[""allenai/tulu-2-70b"", ""gpt-4-turbo-2024-04-09""], [""gpt-3.5-turbo-0125"", ""meta-llama/Llama-2-70b-chat-hf""]]",[]
e6ab34da281c45f5bd23645aec6dcd0f,1,4,2,1,1,0,"[""gpt-3.5-turbo-0125"", ""gpt-4-turbo-2024-04-09""]","[[""gpt-3.5-turbo-0125"", ""gpt-4-turbo-2024-04-09""]]",[]
e6d42ea401fa4788a7c7166fafb7cec3,1,6,3,2,3,0,"[""gpt-3.5-turbo-0125"", ""gpt-4-turbo-2024-04-09"", ""meta-llama/Meta-Llama-3-70B-Instruct""]","[[""gpt-3.5-turbo-0125"", ""meta-llama/Meta-Llama-3-70B-Instruct""], [""gpt-4-turbo-2024-04-09"", ""meta-llama/Meta-Llama-3-70B-Instruct""]]",[]
e6d4f65e34014a9a90fcc94017c8bc95,1,6,3,2,3,0,"[""allenai/tulu-2-7b"", ""gpt-3.5-turbo-0125"", ""gpt-4-turbo-2024-04-09""]","[[""allenai/tulu-2-7b"", ""gpt-4-turbo-2024-04-09""], [""gpt-3.5-turbo-0125"", ""gpt-4-turbo-2024-04-09""]]",[]
e6d89aee1b9d4fd39c6d11e2b8cf8a35,1,6,3,2,3,0,"[""gpt-3.5-turbo-0125"", ""meta-llama/Llama-2-70b-chat-hf"", ""meta-llama/Meta-Llama-3-70B-Instruct""]","[[""gpt-3.5-turbo-0125"", ""meta-llama/Llama-2-70b-chat-hf""], [""meta-llama/Llama-2-70b-chat-hf"", ""meta-llama/Meta-Llama-3-70B-Instruct""]]",[]
e6e81ef1da904b3d92daa1eb41179726,1,4,2,1,1,0,"[""allenai/tulu-2-7b"", ""meta-llama/Llama-2-70b-chat-hf""]","[[""allenai/tulu-2-7b"", ""meta-llama/Llama-2-70b-chat-hf""]]",[]
e6f3c4c8471f43d9b0105ccde226975e,1,4,2,1,1,0,"[""allenai/tulu-2-7b"", ""meta-llama/Meta-Llama-3-70B-Instruct""]","[[""allenai/tulu-2-7b"", ""meta-llama/Meta-Llama-3-70B-Instruct""]]",[]
e6f507a9be2741cd979b37a1b6ccece5,1,8,4,2,6,0,"[""allenai/tulu-2-70b"", ""allenai/tulu-2-7b"", ""gpt-3.5-turbo-0125"", ""gpt-4-turbo-2024-04-09""]","[[""allenai/tulu-2-70b"", ""gpt-4-turbo-2024-04-09""], [""allenai/tulu-2-7b"", ""gpt-3.5-turbo-0125""]]",[]
e704db7da4e743588fb6002dc3575ff1,1,8,3,2,3,0,"[""allenai/tulu-2-70b"", ""gpt-4-turbo-2024-04-09"", ""meta-llama/Meta-Llama-3-70B-Instruct""]","[[""allenai/tulu-2-70b"", ""gpt-4-turbo-2024-04-09""], [""allenai/tulu-2-70b"", ""meta-llama/Meta-Llama-3-70B-Instruct""]]",[]
e70790b081dc41e0a0902bd4d8e0b0b4,1,4,2,1,1,0,"[""allenai/tulu-2-70b"", ""gpt-3.5-turbo-0125""]","[[""allenai/tulu-2-70b"", ""gpt-3.5-turbo-0125""]]",[]
e723d17fcdb14f04888724778000b52b,1,2,2,1,1,0,"[""allenai/tulu-2-70b"", ""meta-llama/Meta-Llama-3-70B-Instruct""]","[[""allenai/tulu-2-70b"", ""meta-llama/Meta-Llama-3-70B-Instruct""]]",[]
e731207b65db44049b19920775a8457d,1,4,2,1,1,0,"[""gpt-3.5-turbo-0125"", ""meta-llama/Llama-2-70b-chat-hf""]","[[""gpt-3.5-turbo-0125"", ""meta-llama/Llama-2-70b-chat-hf""]]",[]
e738eb305a04451d8ffe2a70ff5ebfcb,1,7,3,2,3,0,"[""allenai/tulu-2-70b"", ""allenai/tulu-2-7b"", ""meta-llama/Llama-2-70b-chat-hf""]","[[""allenai/tulu-2-70b"", ""allenai/tulu-2-7b""], [""allenai/tulu-2-7b"", ""meta-llama/Llama-2-70b-chat-hf""]]",[]
e73b63f363cb4148a062c43e9ade704c,1,5,3,2,3,0,"[""gpt-3.5-turbo-0125"", ""gpt-4-turbo-2024-04-09"", ""meta-llama/Llama-2-70b-chat-hf""]","[[""gpt-3.5-turbo-0125"", ""meta-llama/Llama-2-70b-chat-hf""], [""gpt-4-turbo-2024-04-09"", ""meta-llama/Llama-2-70b-chat-hf""]]",[]
e7502a74b7924cbeb805d2659f162c70,1,4,2,1,1,0,"[""gpt-3.5-turbo-0125"", ""meta-llama/Meta-Llama-3-70B-Instruct""]","[[""gpt-3.5-turbo-0125"", ""meta-llama/Meta-Llama-3-70B-Instruct""]]",[]
e7502daac546465487c7e0bf6d708abe,1,4,4,2,6,0,"[""allenai/tulu-2-70b"", ""gpt-3.5-turbo-0125"", ""gpt-4-turbo-2024-04-09"", ""meta-llama/Meta-Llama-3-70B-Instruct""]","[[""allenai/tulu-2-70b"", ""gpt-3.5-turbo-0125""], [""gpt-4-turbo-2024-04-09"", ""meta-llama/Meta-Llama-3-70B-Instruct""]]",[]
e75db776b3b54b5c9fb8d4b841e39149,1,2,2,1,1,0,"[""allenai/tulu-2-70b"", ""meta-llama/Llama-2-70b-chat-hf""]","[[""allenai/tulu-2-70b"", ""meta-llama/Llama-2-70b-chat-hf""]]",[]
e761ec3e5f90458f9941a1f5e3b57d14,1,4,2,1,1,0,"[""gpt-3.5-turbo-0125"", ""gpt-4-turbo-2024-04-09""]","[[""gpt-3.5-turbo-0125"", ""gpt-4-turbo-2024-04-09""]]",[]
e76ab69a90c94278a04d16d48a9463af,1,7,4,2,6,0,"[""allenai/tulu-2-70b"", ""allenai/tulu-2-7b"", ""gpt-3.5-turbo-0125"", ""meta-llama/Llama-2-70b-chat-hf""]","[[""allenai/tulu-2-70b"", ""allenai/tulu-2-7b""], [""gpt-3.5-turbo-0125"", ""meta-llama/Llama-2-70b-chat-hf""]]",[]
e77d0c0c92f14a6e9bba78ff3381311d,1,4,2,1,1,0,"[""allenai/tulu-2-70b"", ""gpt-4-turbo-2024-04-09""]","[[""allenai/tulu-2-70b"", ""gpt-4-turbo-2024-04-09""]]",[]
e7ae468b83a14cf0895efe408151ef6c,1,8,4,2,6,0,"[""allenai/tulu-2-70b"", ""allenai/tulu-2-7b"", ""gpt-4-turbo-2024-04-09"", ""meta-llama/Meta-Llama-3-70B-Instruct""]","[[""allenai/tulu-2-70b"", ""gpt-4-turbo-2024-04-09""], [""allenai/tulu-2-7b"", ""meta-llama/Meta-Llama-3-70B-Instruct""]]",[]
e7b349bbaaa44c5aa330ed6adaf63750,1,4,2,1,1,0,"[""allenai/tulu-2-70b"", ""gpt-3.5-turbo-0125""]","[[""allenai/tulu-2-70b"", ""gpt-3.5-turbo-0125""]]",[]
e7e6fa6d5fce49808f41205c276a3335,1,7,4,2,6,0,"[""allenai/tulu-2-7b"", ""gpt-3.5-turbo-0125"", ""gpt-4-turbo-2024-04-09"", ""meta-llama/Meta-Llama-3-70B-Instruct""]","[[""allenai/tulu-2-7b"", ""meta-llama/Meta-Llama-3-70B-Instruct""], [""gpt-3.5-turbo-0125"", ""gpt-4-turbo-2024-04-09""]]",[]
e7ea49eea7064c7e865a46dadb2f878d,1,8,4,2,6,0,"[""allenai/tulu-2-70b"", ""allenai/tulu-2-7b"", ""gpt-4-turbo-2024-04-09"", ""meta-llama/Llama-2-70b-chat-hf""]","[[""allenai/tulu-2-70b"", ""allenai/tulu-2-7b""], [""gpt-4-turbo-2024-04-09"", ""meta-llama/Llama-2-70b-chat-hf""]]",[]
e7f05231f567425a9285fab1344d49d9,1,7,3,2,3,0,"[""allenai/tulu-2-7b"", ""gpt-3.5-turbo-0125"", ""meta-llama/Llama-2-70b-chat-hf""]","[[""allenai/tulu-2-7b"", ""gpt-3.5-turbo-0125""], [""gpt-3.5-turbo-0125"", ""meta-llama/Llama-2-70b-chat-hf""]]",[]
e7f7ebfa1a764281a7bc92d9bc253805,1,8,3,2,3,0,"[""allenai/tulu-2-70b"", ""allenai/tulu-2-7b"", ""gpt-4-turbo-2024-04-09""]","[[""allenai/tulu-2-70b"", ""allenai/tulu-2-7b""], [""allenai/tulu-2-70b"", ""gpt-4-turbo-2024-04-09""]]",[]
e7fd86304daf4beaa2a6df25ff115e61,1,1,2,1,1,0,"[""allenai/tulu-2-70b"", ""gpt-4-turbo-2024-04-09""]","[[""allenai/tulu-2-70b"", ""gpt-4-turbo-2024-04-09""]]",[]
e807ccec32184c74afaaff644c6b5cb5,1,4,4,2,6,0,"[""gpt-3.5-turbo-0125"", ""gpt-4-turbo-2024-04-09"", ""meta-llama/Llama-2-70b-chat-hf"", ""meta-llama/Meta-Llama-3-70B-Instruct""]","[[""gpt-3.5-turbo-0125"", ""meta-llama/Llama-2-70b-chat-hf""], [""gpt-4-turbo-2024-04-09"", ""meta-llama/Meta-Llama-3-70B-Instruct""]]",[]
e80a50b7a36f494a94d41e87bb13ac71,1,8,4,2,6,0,"[""allenai/tulu-2-70b"", ""allenai/tulu-2-7b"", ""gpt-4-turbo-2024-04-09"", ""meta-llama/Meta-Llama-3-70B-Instruct""]","[[""allenai/tulu-2-70b"", ""gpt-4-turbo-2024-04-09""], [""allenai/tulu-2-7b"", ""meta-llama/Meta-Llama-3-70B-Instruct""]]",[]
e8161deeaf7c42d982c0de74f8f89c57,1,4,2,1,1,0,"[""gpt-3.5-turbo-0125"", ""meta-llama/Llama-2-70b-chat-hf""]","[[""gpt-3.5-turbo-0125"", ""meta-llama/Llama-2-70b-chat-hf""]]",[]
e83e2a6824ac4bc99726dade9f3731ac,1,8,3,2,3,0,"[""allenai/tulu-2-70b"", ""gpt-3.5-turbo-0125"", ""gpt-4-turbo-2024-04-09""]","[[""allenai/tulu-2-70b"", ""gpt-3.5-turbo-0125""], [""allenai/tulu-2-70b"", ""gpt-4-turbo-2024-04-09""]]",[]
e86a5ba5152642ea9d4211f89634d83f,1,4,2,1,1,0,"[""allenai/tulu-2-70b"", ""meta-llama/Llama-2-70b-chat-hf""]","[[""allenai/tulu-2-70b"", ""meta-llama/Llama-2-70b-chat-hf""]]",[]
e87708d852b0430b95eb97f92b77fe63,1,3,2,1,1,0,"[""allenai/tulu-2-7b"", ""gpt-3.5-turbo-0125""]","[[""allenai/tulu-2-7b"", ""gpt-3.5-turbo-0125""]]",[]
e8e6f528006b4c3a8b4a22076a521390,1,4,2,1,1,0,"[""allenai/tulu-2-7b"", ""meta-llama/Llama-2-70b-chat-hf""]","[[""allenai/tulu-2-7b"", ""meta-llama/Llama-2-70b-chat-hf""]]",[]
e8e756df4fb0497ba5a3e6bb63ae26f7,1,5,3,2,3,0,"[""allenai/tulu-2-70b"", ""gpt-3.5-turbo-0125"", ""meta-llama/Llama-2-70b-chat-hf""]","[[""allenai/tulu-2-70b"", ""gpt-3.5-turbo-0125""], [""gpt-3.5-turbo-0125"", ""meta-llama/Llama-2-70b-chat-hf""]]",[]
