stratum,score_delta,n_min,tau,model_1,model_2,model_3,edge_1,edge_2,edge_3,margin_1,margin_2,margin_3,support_1,support_2,support_3,weighted_cycle_intensity,min_abs_margin
pooled,10.0,50,0.0,gpt-4-1106-preview,meta-llama/Llama-2-13b-chat-hf,command-nightly,gpt-4-1106-preview > command-nightly,meta-llama/Llama-2-13b-chat-hf > gpt-4-1106-preview,command-nightly > meta-llama/Llama-2-13b-chat-hf,0.07333333333333333,0.014285714285714285,0.23170731707317074,150.0,70.0,82.0,0.00024274099883855985,0.014285714285714285
pooled,10.0,50,0.0,command-nightly,meta-llama/Llama-2-7b-chat-hf,claude-instant-1,command-nightly > claude-instant-1,meta-llama/Llama-2-7b-chat-hf > command-nightly,claude-instant-1 > meta-llama/Llama-2-7b-chat-hf,0.006711409395973154,0.1752136752136752,0.14285714285714285,149.0,156.0,140.0,0.0001679901008760069,0.006711409395973154
pooled,10.0,50,0.0,claude-2.1,command-light,timdettmers/guanaco-33b-merged,claude-2.1 > command-light,command-light > timdettmers/guanaco-33b-merged,timdettmers/guanaco-33b-merged > claude-2.1,0.023121387283236993,0.13986013986013987,0.05142857142857143,173.0,143.0,175.0,0.00016630768075854782,0.023121387283236993
pooled,10.0,50,0.0,meta-llama/Llama-2-13b-chat-hf,timdettmers/guanaco-33b-merged,claude-2,meta-llama/Llama-2-13b-chat-hf > claude-2,timdettmers/guanaco-33b-merged > meta-llama/Llama-2-13b-chat-hf,claude-2 > timdettmers/guanaco-33b-merged,0.15053763440860216,0.022222222222222223,0.0447427293064877,93.0,90.0,149.0,0.000149676991706291,0.022222222222222223
pooled,10.0,50,0.0,command-nightly,meta-llama/Llama-2-70b-chat-hf,claude-instant-1,command-nightly > claude-instant-1,meta-llama/Llama-2-70b-chat-hf > command-nightly,claude-instant-1 > meta-llama/Llama-2-70b-chat-hf,0.006711409395973154,0.08870967741935484,0.18666666666666665,149.0,124.0,125.0,0.00011113516634192104,0.006711409395973154
pooled,10.0,50,0.0,gpt-3.5-turbo,timdettmers/guanaco-33b-merged,command-light,gpt-3.5-turbo > command-light,timdettmers/guanaco-33b-merged > gpt-3.5-turbo,command-light > timdettmers/guanaco-33b-merged,0.026262626262626265,0.02976190476190476,0.13986013986013987,165.0,168.0,143.0,0.00010931829113647296,0.026262626262626265
pooled,10.0,50,0.0,claude-2.1,command-light,meta-llama/Llama-2-13b-chat-hf,claude-2.1 > command-light,command-light > meta-llama/Llama-2-13b-chat-hf,meta-llama/Llama-2-13b-chat-hf > claude-2.1,0.023121387283236993,0.05263157894736842,0.07317073170731707,173.0,76.0,82.0,8.904256976856351e-05,0.023121387283236993
pooled,10.0,50,0.0,claude-2,claude-2.1,command-light,claude-2 > claude-2.1,claude-2.1 > command-light,command-light > claude-2,0.14285714285714285,0.023121387283236993,0.020134228187919462,98.0,173.0,149.0,6.65044696545647e-05,0.020134228187919462
pooled,10.0,50,0.0,command-nightly,gpt-4-1106-preview,claude-instant-1,command-nightly > claude-instant-1,gpt-4-1106-preview > command-nightly,claude-instant-1 > gpt-4-1106-preview,0.006711409395973154,0.07333333333333333,0.1232876712328767,149.0,150.0,146.0,6.067849590879838e-05,0.006711409395973154
pooled,10.0,50,0.0,meta-llama/Llama-2-13b-chat-hf,timdettmers/guanaco-33b-merged,gpt-4-1106-preview,meta-llama/Llama-2-13b-chat-hf > gpt-4-1106-preview,timdettmers/guanaco-33b-merged > meta-llama/Llama-2-13b-chat-hf,gpt-4-1106-preview > timdettmers/guanaco-33b-merged,0.014285714285714285,0.022222222222222223,0.13253012048192772,70.0,90.0,166.0,4.2073054121246894e-05,0.014285714285714285
pooled,10.0,50,0.0,claude-instant-1,command-nightly,HuggingFaceH4/zephyr-7b-beta,claude-instant-1 > HuggingFaceH4/zephyr-7b-beta,command-nightly > claude-instant-1,HuggingFaceH4/zephyr-7b-beta > command-nightly,0.052980132450331126,0.006711409395973154,0.11724137931034483,151.0,149.0,145.0,4.168767654041329e-05,0.006711409395973154
pooled,10.0,50,0.0,gpt-3.5-turbo,meta-llama/Llama-2-13b-chat-hf,command-light,gpt-3.5-turbo > command-light,meta-llama/Llama-2-13b-chat-hf > gpt-3.5-turbo,command-light > meta-llama/Llama-2-13b-chat-hf,0.026262626262626265,0.02631578947368421,0.05263157894736842,165.0,76.0,76.0,3.637482861859593e-05,0.026262626262626265
pooled,10.0,50,0.0,command-light,gpt-3.5-turbo,claude-2,command-light > claude-2,gpt-3.5-turbo > command-light,claude-2 > gpt-3.5-turbo,0.020134228187919462,0.026262626262626265,0.03184713375796178,149.0,165.0,157.0,1.684005445814534e-05,0.020134228187919462
pooled,10.0,50,0.0,gpt-4-1106-preview,meta-llama/Llama-2-13b-chat-hf,command-light,gpt-4-1106-preview > command-light,meta-llama/Llama-2-13b-chat-hf > gpt-4-1106-preview,command-light > meta-llama/Llama-2-13b-chat-hf,0.013793103448275862,0.014285714285714285,0.05263157894736842,145.0,70.0,76.0,1.0370754472387866e-05,0.013793103448275862
pooled,10.0,50,0.0,command-nightly,models/chat-bison-001,claude-instant-1,command-nightly > claude-instant-1,models/chat-bison-001 > command-nightly,claude-instant-1 > models/chat-bison-001,0.006711409395973154,0.1095890410958904,0.00684931506849315,149.0,146.0,146.0,5.03765013771676e-06,0.006711409395973154
pooled,10.0,100,0.0,command-nightly,meta-llama/Llama-2-7b-chat-hf,claude-instant-1,command-nightly > claude-instant-1,meta-llama/Llama-2-7b-chat-hf > command-nightly,claude-instant-1 > meta-llama/Llama-2-7b-chat-hf,0.006711409395973154,0.1752136752136752,0.14285714285714285,149.0,156.0,140.0,0.0001679901008760069,0.006711409395973154
pooled,10.0,100,0.0,claude-2.1,command-light,timdettmers/guanaco-33b-merged,claude-2.1 > command-light,command-light > timdettmers/guanaco-33b-merged,timdettmers/guanaco-33b-merged > claude-2.1,0.023121387283236993,0.13986013986013987,0.05142857142857143,173.0,143.0,175.0,0.00016630768075854782,0.023121387283236993
pooled,10.0,100,0.0,command-nightly,meta-llama/Llama-2-70b-chat-hf,claude-instant-1,command-nightly > claude-instant-1,meta-llama/Llama-2-70b-chat-hf > command-nightly,claude-instant-1 > meta-llama/Llama-2-70b-chat-hf,0.006711409395973154,0.08870967741935484,0.18666666666666665,149.0,124.0,125.0,0.00011113516634192104,0.006711409395973154
pooled,10.0,100,0.0,gpt-3.5-turbo,timdettmers/guanaco-33b-merged,command-light,gpt-3.5-turbo > command-light,timdettmers/guanaco-33b-merged > gpt-3.5-turbo,command-light > timdettmers/guanaco-33b-merged,0.026262626262626265,0.02976190476190476,0.13986013986013987,165.0,168.0,143.0,0.00010931829113647296,0.026262626262626265
pooled,10.0,100,0.0,command-nightly,gpt-4-1106-preview,claude-instant-1,command-nightly > claude-instant-1,gpt-4-1106-preview > command-nightly,claude-instant-1 > gpt-4-1106-preview,0.006711409395973154,0.07333333333333333,0.1232876712328767,149.0,150.0,146.0,6.067849590879838e-05,0.006711409395973154
pooled,10.0,100,0.0,claude-instant-1,command-nightly,HuggingFaceH4/zephyr-7b-beta,claude-instant-1 > HuggingFaceH4/zephyr-7b-beta,command-nightly > claude-instant-1,HuggingFaceH4/zephyr-7b-beta > command-nightly,0.052980132450331126,0.006711409395973154,0.11724137931034483,151.0,149.0,145.0,4.168767654041329e-05,0.006711409395973154
pooled,10.0,100,0.0,command-light,gpt-3.5-turbo,claude-2,command-light > claude-2,gpt-3.5-turbo > command-light,claude-2 > gpt-3.5-turbo,0.020134228187919462,0.026262626262626265,0.03184713375796178,149.0,165.0,157.0,1.684005445814534e-05,0.020134228187919462
pooled,10.0,100,0.0,command-nightly,models/chat-bison-001,claude-instant-1,command-nightly > claude-instant-1,models/chat-bison-001 > command-nightly,claude-instant-1 > models/chat-bison-001,0.006711409395973154,0.1095890410958904,0.00684931506849315,149.0,146.0,146.0,5.03765013771676e-06,0.006711409395973154
